user_id,cluster,segment
110332,0,Low Engagement / At-Risk Users
110333,1,Moderate Engagement Users
110334,0,Low Engagement / At-Risk Users
110335,0,Low Engagement / At-Risk Users
110336,0,Low Engagement / At-Risk Users
110337,1,Moderate Engagement Users
110338,3,High Engagement Users
110339,2,Occasional Users
110340,0,Low Engagement / At-Risk Users
110341,1,Moderate Engagement Users
110342,1,Moderate Engagement Users
110343,3,High Engagement Users
110344,2,Occasional Users
110345,3,High Engagement Users
110346,1,Moderate Engagement Users
110347,2,Occasional Users
110348,0,Low Engagement / At-Risk Users
110349,1,Moderate Engagement Users
110350,0,Low Engagement / At-Risk Users
110351,2,Occasional Users
110352,3,High Engagement Users
110353,1,Moderate Engagement Users
110354,1,Moderate Engagement Users
110355,3,High Engagement Users
110356,3,High Engagement Users
110357,3,High Engagement Users
110358,3,High Engagement Users
110359,1,Moderate Engagement Users
110360,3,High Engagement Users
110361,0,Low Engagement / At-Risk Users
110362,0,Low Engagement / At-Risk Users
110363,0,Low Engagement / At-Risk Users
110364,1,Moderate Engagement Users
110365,2,Occasional Users
110366,2,Occasional Users
110367,0,Low Engagement / At-Risk Users
110368,0,Low Engagement / At-Risk Users
110369,1,Moderate Engagement Users
110370,3,High Engagement Users
110371,0,Low Engagement / At-Risk Users
110372,3,High Engagement Users
110373,1,Moderate Engagement Users
110374,3,High Engagement Users
110375,1,Moderate Engagement Users
110376,0,Low Engagement / At-Risk Users
110377,1,Moderate Engagement Users
110378,3,High Engagement Users
110379,1,Moderate Engagement Users
110380,2,Occasional Users
110381,1,Moderate Engagement Users
110382,3,High Engagement Users
110383,1,Moderate Engagement Users
110384,1,Moderate Engagement Users
110385,2,Occasional Users
110386,1,Moderate Engagement Users
110387,0,Low Engagement / At-Risk Users
110388,3,High Engagement Users
110389,0,Low Engagement / At-Risk Users
110390,3,High Engagement Users
110391,2,Occasional Users
110392,3,High Engagement Users
110393,0,Low Engagement / At-Risk Users
110394,0,Low Engagement / At-Risk Users
110395,3,High Engagement Users
110396,2,Occasional Users
110397,3,High Engagement Users
110398,0,Low Engagement / At-Risk Users
110399,1,Moderate Engagement Users
110400,1,Moderate Engagement Users
110401,3,High Engagement Users
110402,3,High Engagement Users
110403,2,Occasional Users
110404,0,Low Engagement / At-Risk Users
110405,3,High Engagement Users
110406,3,High Engagement Users
110407,0,Low Engagement / At-Risk Users
110408,3,High Engagement Users
110409,1,Moderate Engagement Users
110410,2,Occasional Users
110411,1,Moderate Engagement Users
110412,1,Moderate Engagement Users
110413,1,Moderate Engagement Users
110414,0,Low Engagement / At-Risk Users
110415,2,Occasional Users
110416,2,Occasional Users
110417,0,Low Engagement / At-Risk Users
110418,1,Moderate Engagement Users
110419,1,Moderate Engagement Users
110420,1,Moderate Engagement Users
110421,0,Low Engagement / At-Risk Users
110422,3,High Engagement Users
110423,0,Low Engagement / At-Risk Users
110424,3,High Engagement Users
110425,2,Occasional Users
110426,0,Low Engagement / At-Risk Users
110427,3,High Engagement Users
110428,3,High Engagement Users
110429,2,Occasional Users
110430,1,Moderate Engagement Users
110431,0,Low Engagement / At-Risk Users
110432,1,Moderate Engagement Users
110433,3,High Engagement Users
110434,0,Low Engagement / At-Risk Users
110435,2,Occasional Users
110436,0,Low Engagement / At-Risk Users
110437,0,Low Engagement / At-Risk Users
110438,1,Moderate Engagement Users
110439,3,High Engagement Users
110440,1,Moderate Engagement Users
110441,3,High Engagement Users
110442,2,Occasional Users
110443,0,Low Engagement / At-Risk Users
110444,2,Occasional Users
110445,2,Occasional Users
110446,0,Low Engagement / At-Risk Users
110447,1,Moderate Engagement Users
110448,1,Moderate Engagement Users
110449,1,Moderate Engagement Users
110450,3,High Engagement Users
110451,3,High Engagement Users
110452,1,Moderate Engagement Users
110453,1,Moderate Engagement Users
110454,0,Low Engagement / At-Risk Users
110455,3,High Engagement Users
110456,1,Moderate Engagement Users
110457,1,Moderate Engagement Users
110458,2,Occasional Users
110459,1,Moderate Engagement Users
110460,0,Low Engagement / At-Risk Users
110461,0,Low Engagement / At-Risk Users
110462,2,Occasional Users
110463,1,Moderate Engagement Users
110464,0,Low Engagement / At-Risk Users
110465,3,High Engagement Users
110466,1,Moderate Engagement Users
110467,2,Occasional Users
110468,2,Occasional Users
110469,1,Moderate Engagement Users
110470,2,Occasional Users
110471,3,High Engagement Users
110472,0,Low Engagement / At-Risk Users
110473,0,Low Engagement / At-Risk Users
110474,0,Low Engagement / At-Risk Users
110475,0,Low Engagement / At-Risk Users
110476,1,Moderate Engagement Users
110477,3,High Engagement Users
110478,2,Occasional Users
110479,2,Occasional Users
110480,1,Moderate Engagement Users
110481,0,Low Engagement / At-Risk Users
110482,3,High Engagement Users
110483,2,Occasional Users
110484,2,Occasional Users
110485,3,High Engagement Users
110486,3,High Engagement Users
110487,3,High Engagement Users
110488,0,Low Engagement / At-Risk Users
110489,3,High Engagement Users
110490,1,Moderate Engagement Users
110491,0,Low Engagement / At-Risk Users
110492,1,Moderate Engagement Users
110493,1,Moderate Engagement Users
110494,1,Moderate Engagement Users
110495,3,High Engagement Users
110496,1,Moderate Engagement Users
110497,3,High Engagement Users
110498,3,High Engagement Users
110499,0,Low Engagement / At-Risk Users
110500,1,Moderate Engagement Users
110501,2,Occasional Users
110502,0,Low Engagement / At-Risk Users
110503,1,Moderate Engagement Users
110504,3,High Engagement Users
110505,2,Occasional Users
110506,1,Moderate Engagement Users
110507,0,Low Engagement / At-Risk Users
110508,0,Low Engagement / At-Risk Users
110509,1,Moderate Engagement Users
110510,1,Moderate Engagement Users
110511,1,Moderate Engagement Users
110512,1,Moderate Engagement Users
110513,0,Low Engagement / At-Risk Users
110514,1,Moderate Engagement Users
110515,0,Low Engagement / At-Risk Users
110516,2,Occasional Users
110517,3,High Engagement Users
110518,3,High Engagement Users
110519,0,Low Engagement / At-Risk Users
110520,1,Moderate Engagement Users
110521,0,Low Engagement / At-Risk Users
110522,0,Low Engagement / At-Risk Users
110523,3,High Engagement Users
110524,1,Moderate Engagement Users
110525,3,High Engagement Users
110526,0,Low Engagement / At-Risk Users
110527,1,Moderate Engagement Users
110528,0,Low Engagement / At-Risk Users
110529,1,Moderate Engagement Users
110530,2,Occasional Users
110531,0,Low Engagement / At-Risk Users
110532,3,High Engagement Users
110533,3,High Engagement Users
110534,1,Moderate Engagement Users
110535,0,Low Engagement / At-Risk Users
110536,1,Moderate Engagement Users
110537,3,High Engagement Users
110538,0,Low Engagement / At-Risk Users
110539,1,Moderate Engagement Users
110540,3,High Engagement Users
110541,2,Occasional Users
110542,0,Low Engagement / At-Risk Users
110543,2,Occasional Users
110544,0,Low Engagement / At-Risk Users
110545,1,Moderate Engagement Users
110546,3,High Engagement Users
110547,0,Low Engagement / At-Risk Users
110548,1,Moderate Engagement Users
110549,1,Moderate Engagement Users
110550,3,High Engagement Users
110551,0,Low Engagement / At-Risk Users
110552,0,Low Engagement / At-Risk Users
110553,1,Moderate Engagement Users
110554,3,High Engagement Users
110555,3,High Engagement Users
110556,0,Low Engagement / At-Risk Users
110557,3,High Engagement Users
110558,1,Moderate Engagement Users
110559,3,High Engagement Users
110560,2,Occasional Users
110561,1,Moderate Engagement Users
110562,0,Low Engagement / At-Risk Users
110563,0,Low Engagement / At-Risk Users
110564,2,Occasional Users
110565,1,Moderate Engagement Users
110566,3,High Engagement Users
110567,3,High Engagement Users
110568,2,Occasional Users
110569,2,Occasional Users
110570,0,Low Engagement / At-Risk Users
110571,0,Low Engagement / At-Risk Users
110572,3,High Engagement Users
110573,0,Low Engagement / At-Risk Users
110574,3,High Engagement Users
110575,0,Low Engagement / At-Risk Users
110576,2,Occasional Users
110577,1,Moderate Engagement Users
110578,1,Moderate Engagement Users
110579,1,Moderate Engagement Users
110580,1,Moderate Engagement Users
110581,0,Low Engagement / At-Risk Users
110582,1,Moderate Engagement Users
110583,1,Moderate Engagement Users
110584,3,High Engagement Users
110585,0,Low Engagement / At-Risk Users
110586,1,Moderate Engagement Users
110587,0,Low Engagement / At-Risk Users
110588,2,Occasional Users
110589,1,Moderate Engagement Users
110590,1,Moderate Engagement Users
110591,3,High Engagement Users
110592,0,Low Engagement / At-Risk Users
110593,2,Occasional Users
110594,2,Occasional Users
110595,3,High Engagement Users
110596,0,Low Engagement / At-Risk Users
110597,1,Moderate Engagement Users
110598,3,High Engagement Users
110599,2,Occasional Users
110600,1,Moderate Engagement Users
110601,3,High Engagement Users
110602,0,Low Engagement / At-Risk Users
110603,1,Moderate Engagement Users
110604,0,Low Engagement / At-Risk Users
110605,2,Occasional Users
110606,2,Occasional Users
110607,3,High Engagement Users
110608,3,High Engagement Users
110609,2,Occasional Users
110610,1,Moderate Engagement Users
110611,0,Low Engagement / At-Risk Users
110612,0,Low Engagement / At-Risk Users
110613,1,Moderate Engagement Users
110614,3,High Engagement Users
110615,1,Moderate Engagement Users
110616,1,Moderate Engagement Users
110617,1,Moderate Engagement Users
110618,3,High Engagement Users
110619,2,Occasional Users
110620,1,Moderate Engagement Users
110621,2,Occasional Users
110622,0,Low Engagement / At-Risk Users
110623,3,High Engagement Users
110624,3,High Engagement Users
110625,3,High Engagement Users
110626,2,Occasional Users
110627,0,Low Engagement / At-Risk Users
110628,0,Low Engagement / At-Risk Users
110629,3,High Engagement Users
110630,2,Occasional Users
110631,2,Occasional Users
110632,3,High Engagement Users
110633,3,High Engagement Users
110634,3,High Engagement Users
110635,2,Occasional Users
110636,2,Occasional Users
110637,0,Low Engagement / At-Risk Users
110638,0,Low Engagement / At-Risk Users
110639,3,High Engagement Users
110640,0,Low Engagement / At-Risk Users
110641,1,Moderate Engagement Users
110642,3,High Engagement Users
110643,0,Low Engagement / At-Risk Users
110644,2,Occasional Users
110645,0,Low Engagement / At-Risk Users
110646,0,Low Engagement / At-Risk Users
110647,1,Moderate Engagement Users
110648,2,Occasional Users
110649,1,Moderate Engagement Users
110650,0,Low Engagement / At-Risk Users
110651,3,High Engagement Users
110652,0,Low Engagement / At-Risk Users
110653,1,Moderate Engagement Users
110654,2,Occasional Users
110655,0,Low Engagement / At-Risk Users
110656,3,High Engagement Users
110657,1,Moderate Engagement Users
110658,1,Moderate Engagement Users
110659,0,Low Engagement / At-Risk Users
110660,1,Moderate Engagement Users
110661,3,High Engagement Users
110662,3,High Engagement Users
110663,3,High Engagement Users
110664,3,High Engagement Users
110665,3,High Engagement Users
110666,3,High Engagement Users
110667,3,High Engagement Users
110668,0,Low Engagement / At-Risk Users
110669,3,High Engagement Users
110670,3,High Engagement Users
110671,3,High Engagement Users
110672,0,Low Engagement / At-Risk Users
110673,3,High Engagement Users
110674,3,High Engagement Users
110675,3,High Engagement Users
110676,0,Low Engagement / At-Risk Users
110677,3,High Engagement Users
110678,1,Moderate Engagement Users
110679,0,Low Engagement / At-Risk Users
110680,2,Occasional Users
110681,3,High Engagement Users
110682,1,Moderate Engagement Users
110683,0,Low Engagement / At-Risk Users
110684,1,Moderate Engagement Users
110685,2,Occasional Users
110686,1,Moderate Engagement Users
110687,1,Moderate Engagement Users
110688,1,Moderate Engagement Users
110689,1,Moderate Engagement Users
110690,1,Moderate Engagement Users
110691,1,Moderate Engagement Users
110692,3,High Engagement Users
110693,0,Low Engagement / At-Risk Users
110694,0,Low Engagement / At-Risk Users
110695,3,High Engagement Users
110696,3,High Engagement Users
110697,3,High Engagement Users
110698,2,Occasional Users
110699,3,High Engagement Users
110700,3,High Engagement Users
110701,0,Low Engagement / At-Risk Users
110702,2,Occasional Users
110703,1,Moderate Engagement Users
110704,3,High Engagement Users
110705,1,Moderate Engagement Users
110706,2,Occasional Users
110707,1,Moderate Engagement Users
110708,1,Moderate Engagement Users
110709,0,Low Engagement / At-Risk Users
110710,1,Moderate Engagement Users
110711,3,High Engagement Users
110712,3,High Engagement Users
110713,2,Occasional Users
110714,3,High Engagement Users
110715,1,Moderate Engagement Users
110716,3,High Engagement Users
110717,0,Low Engagement / At-Risk Users
110718,1,Moderate Engagement Users
110719,3,High Engagement Users
110720,2,Occasional Users
110721,1,Moderate Engagement Users
110722,3,High Engagement Users
110723,2,Occasional Users
110724,3,High Engagement Users
110725,0,Low Engagement / At-Risk Users
110726,2,Occasional Users
110727,1,Moderate Engagement Users
110728,1,Moderate Engagement Users
110729,3,High Engagement Users
110730,3,High Engagement Users
110731,1,Moderate Engagement Users
110732,3,High Engagement Users
110733,0,Low Engagement / At-Risk Users
110734,0,Low Engagement / At-Risk Users
110735,0,Low Engagement / At-Risk Users
110736,3,High Engagement Users
110737,0,Low Engagement / At-Risk Users
110738,3,High Engagement Users
110739,2,Occasional Users
110740,0,Low Engagement / At-Risk Users
110741,3,High Engagement Users
110742,3,High Engagement Users
110743,1,Moderate Engagement Users
110744,2,Occasional Users
110745,3,High Engagement Users
110746,0,Low Engagement / At-Risk Users
110747,3,High Engagement Users
110748,0,Low Engagement / At-Risk Users
110749,2,Occasional Users
110750,1,Moderate Engagement Users
110751,3,High Engagement Users
110752,1,Moderate Engagement Users
110753,0,Low Engagement / At-Risk Users
110754,3,High Engagement Users
110755,2,Occasional Users
110756,2,Occasional Users
110757,3,High Engagement Users
110758,0,Low Engagement / At-Risk Users
110759,2,Occasional Users
110760,0,Low Engagement / At-Risk Users
110761,0,Low Engagement / At-Risk Users
110762,1,Moderate Engagement Users
110763,1,Moderate Engagement Users
110764,2,Occasional Users
110765,1,Moderate Engagement Users
110766,3,High Engagement Users
110767,0,Low Engagement / At-Risk Users
110768,1,Moderate Engagement Users
110769,1,Moderate Engagement Users
110770,2,Occasional Users
110771,2,Occasional Users
110772,3,High Engagement Users
110773,1,Moderate Engagement Users
110774,0,Low Engagement / At-Risk Users
110775,3,High Engagement Users
110776,2,Occasional Users
110777,1,Moderate Engagement Users
110778,1,Moderate Engagement Users
110779,0,Low Engagement / At-Risk Users
110780,1,Moderate Engagement Users
110781,1,Moderate Engagement Users
110782,3,High Engagement Users
110783,1,Moderate Engagement Users
110784,2,Occasional Users
110785,3,High Engagement Users
110786,1,Moderate Engagement Users
110787,2,Occasional Users
110788,0,Low Engagement / At-Risk Users
110789,0,Low Engagement / At-Risk Users
110790,0,Low Engagement / At-Risk Users
110791,0,Low Engagement / At-Risk Users
110792,3,High Engagement Users
110793,3,High Engagement Users
110794,2,Occasional Users
110795,0,Low Engagement / At-Risk Users
110796,3,High Engagement Users
110797,0,Low Engagement / At-Risk Users
110798,2,Occasional Users
110799,3,High Engagement Users
110800,1,Moderate Engagement Users
110801,0,Low Engagement / At-Risk Users
110802,1,Moderate Engagement Users
110803,2,Occasional Users
110804,3,High Engagement Users
110805,2,Occasional Users
110806,0,Low Engagement / At-Risk Users
110807,0,Low Engagement / At-Risk Users
110808,0,Low Engagement / At-Risk Users
110809,3,High Engagement Users
110810,3,High Engagement Users
110811,0,Low Engagement / At-Risk Users
110812,3,High Engagement Users
110813,3,High Engagement Users
110814,2,Occasional Users
110815,1,Moderate Engagement Users
110816,1,Moderate Engagement Users
110817,1,Moderate Engagement Users
110818,2,Occasional Users
110819,1,Moderate Engagement Users
110820,1,Moderate Engagement Users
110821,3,High Engagement Users
110822,1,Moderate Engagement Users
110823,0,Low Engagement / At-Risk Users
110824,0,Low Engagement / At-Risk Users
110825,1,Moderate Engagement Users
110826,1,Moderate Engagement Users
110827,0,Low Engagement / At-Risk Users
110828,3,High Engagement Users
110829,1,Moderate Engagement Users
110830,1,Moderate Engagement Users
110831,1,Moderate Engagement Users
110832,3,High Engagement Users
110833,3,High Engagement Users
110834,3,High Engagement Users
110835,3,High Engagement Users
110836,1,Moderate Engagement Users
110837,1,Moderate Engagement Users
110838,3,High Engagement Users
110839,3,High Engagement Users
110840,1,Moderate Engagement Users
110841,0,Low Engagement / At-Risk Users
110842,2,Occasional Users
110843,2,Occasional Users
110844,1,Moderate Engagement Users
110845,2,Occasional Users
110846,2,Occasional Users
110847,3,High Engagement Users
110848,1,Moderate Engagement Users
110849,1,Moderate Engagement Users
110850,1,Moderate Engagement Users
110851,3,High Engagement Users
110852,0,Low Engagement / At-Risk Users
110853,3,High Engagement Users
110854,0,Low Engagement / At-Risk Users
110855,0,Low Engagement / At-Risk Users
110856,1,Moderate Engagement Users
110857,1,Moderate Engagement Users
110858,3,High Engagement Users
110859,3,High Engagement Users
110860,1,Moderate Engagement Users
110861,3,High Engagement Users
110862,1,Moderate Engagement Users
110863,1,Moderate Engagement Users
110864,2,Occasional Users
110865,1,Moderate Engagement Users
110866,1,Moderate Engagement Users
110867,0,Low Engagement / At-Risk Users
110868,0,Low Engagement / At-Risk Users
110869,2,Occasional Users
110870,1,Moderate Engagement Users
110871,1,Moderate Engagement Users
110872,0,Low Engagement / At-Risk Users
110873,1,Moderate Engagement Users
110874,0,Low Engagement / At-Risk Users
110875,2,Occasional Users
110876,1,Moderate Engagement Users
110877,1,Moderate Engagement Users
110878,0,Low Engagement / At-Risk Users
110879,0,Low Engagement / At-Risk Users
110880,0,Low Engagement / At-Risk Users
110881,1,Moderate Engagement Users
110882,3,High Engagement Users
110883,2,Occasional Users
110884,3,High Engagement Users
110885,1,Moderate Engagement Users
110886,2,Occasional Users
110887,3,High Engagement Users
110888,0,Low Engagement / At-Risk Users
110889,3,High Engagement Users
110890,3,High Engagement Users
110891,1,Moderate Engagement Users
110892,1,Moderate Engagement Users
110893,3,High Engagement Users
110894,0,Low Engagement / At-Risk Users
110895,1,Moderate Engagement Users
110896,2,Occasional Users
110897,2,Occasional Users
110898,3,High Engagement Users
110899,1,Moderate Engagement Users
110900,2,Occasional Users
110901,0,Low Engagement / At-Risk Users
110902,1,Moderate Engagement Users
110903,0,Low Engagement / At-Risk Users
110904,2,Occasional Users
110905,3,High Engagement Users
110906,2,Occasional Users
110907,1,Moderate Engagement Users
110908,3,High Engagement Users
110909,2,Occasional Users
110910,1,Moderate Engagement Users
110911,0,Low Engagement / At-Risk Users
110912,3,High Engagement Users
110913,2,Occasional Users
110914,0,Low Engagement / At-Risk Users
110915,0,Low Engagement / At-Risk Users
110916,2,Occasional Users
110917,3,High Engagement Users
110918,3,High Engagement Users
110919,1,Moderate Engagement Users
110920,0,Low Engagement / At-Risk Users
110921,1,Moderate Engagement Users
110922,1,Moderate Engagement Users
110923,3,High Engagement Users
110924,1,Moderate Engagement Users
110925,1,Moderate Engagement Users
110926,1,Moderate Engagement Users
110927,2,Occasional Users
110928,3,High Engagement Users
110929,0,Low Engagement / At-Risk Users
110930,0,Low Engagement / At-Risk Users
110931,1,Moderate Engagement Users
110932,3,High Engagement Users
110933,2,Occasional Users
110934,1,Moderate Engagement Users
110935,2,Occasional Users
110936,3,High Engagement Users
110937,3,High Engagement Users
110938,3,High Engagement Users
110939,2,Occasional Users
110940,3,High Engagement Users
110941,3,High Engagement Users
110942,3,High Engagement Users
110943,0,Low Engagement / At-Risk Users
110944,0,Low Engagement / At-Risk Users
110945,3,High Engagement Users
110946,0,Low Engagement / At-Risk Users
110947,2,Occasional Users
110948,1,Moderate Engagement Users
110949,3,High Engagement Users
110950,1,Moderate Engagement Users
110951,0,Low Engagement / At-Risk Users
110952,3,High Engagement Users
110953,1,Moderate Engagement Users
110954,3,High Engagement Users
110955,3,High Engagement Users
110956,1,Moderate Engagement Users
110957,1,Moderate Engagement Users
110958,2,Occasional Users
110959,1,Moderate Engagement Users
110960,1,Moderate Engagement Users
110961,1,Moderate Engagement Users
110962,1,Moderate Engagement Users
110963,1,Moderate Engagement Users
110964,1,Moderate Engagement Users
110965,3,High Engagement Users
110966,2,Occasional Users
110967,1,Moderate Engagement Users
110968,3,High Engagement Users
110969,3,High Engagement Users
110970,0,Low Engagement / At-Risk Users
110971,1,Moderate Engagement Users
110972,3,High Engagement Users
110973,3,High Engagement Users
110974,0,Low Engagement / At-Risk Users
110975,2,Occasional Users
110976,1,Moderate Engagement Users
110977,3,High Engagement Users
110978,0,Low Engagement / At-Risk Users
110979,3,High Engagement Users
110980,3,High Engagement Users
110981,3,High Engagement Users
110982,2,Occasional Users
110983,0,Low Engagement / At-Risk Users
110984,0,Low Engagement / At-Risk Users
110985,3,High Engagement Users
110986,1,Moderate Engagement Users
110987,2,Occasional Users
110988,1,Moderate Engagement Users
110989,2,Occasional Users
110990,1,Moderate Engagement Users
110991,3,High Engagement Users
110992,1,Moderate Engagement Users
110993,3,High Engagement Users
110994,0,Low Engagement / At-Risk Users
110995,2,Occasional Users
110996,3,High Engagement Users
110997,3,High Engagement Users
110998,1,Moderate Engagement Users
110999,0,Low Engagement / At-Risk Users
111000,1,Moderate Engagement Users
111001,3,High Engagement Users
111002,0,Low Engagement / At-Risk Users
111003,2,Occasional Users
111004,2,Occasional Users
111005,3,High Engagement Users
111006,1,Moderate Engagement Users
111007,0,Low Engagement / At-Risk Users
111008,2,Occasional Users
111009,1,Moderate Engagement Users
111010,2,Occasional Users
111011,0,Low Engagement / At-Risk Users
111012,1,Moderate Engagement Users
111013,1,Moderate Engagement Users
111014,1,Moderate Engagement Users
111015,0,Low Engagement / At-Risk Users
111016,1,Moderate Engagement Users
111017,1,Moderate Engagement Users
111018,3,High Engagement Users
111019,0,Low Engagement / At-Risk Users
111020,0,Low Engagement / At-Risk Users
111021,0,Low Engagement / At-Risk Users
111022,1,Moderate Engagement Users
111023,0,Low Engagement / At-Risk Users
111024,1,Moderate Engagement Users
111025,1,Moderate Engagement Users
111026,1,Moderate Engagement Users
111027,3,High Engagement Users
111028,3,High Engagement Users
111029,2,Occasional Users
111030,1,Moderate Engagement Users
111031,1,Moderate Engagement Users
111032,1,Moderate Engagement Users
111033,3,High Engagement Users
111034,3,High Engagement Users
111035,2,Occasional Users
111036,2,Occasional Users
111037,3,High Engagement Users
111038,3,High Engagement Users
111039,1,Moderate Engagement Users
111040,1,Moderate Engagement Users
111041,1,Moderate Engagement Users
111042,3,High Engagement Users
111043,3,High Engagement Users
111044,3,High Engagement Users
111045,2,Occasional Users
111046,1,Moderate Engagement Users
111047,2,Occasional Users
111048,1,Moderate Engagement Users
111049,1,Moderate Engagement Users
111050,0,Low Engagement / At-Risk Users
111051,3,High Engagement Users
111052,1,Moderate Engagement Users
111053,3,High Engagement Users
111054,1,Moderate Engagement Users
111055,1,Moderate Engagement Users
111056,0,Low Engagement / At-Risk Users
111057,3,High Engagement Users
111058,0,Low Engagement / At-Risk Users
111059,1,Moderate Engagement Users
111060,2,Occasional Users
111061,0,Low Engagement / At-Risk Users
111062,1,Moderate Engagement Users
111063,0,Low Engagement / At-Risk Users
111064,1,Moderate Engagement Users
111065,2,Occasional Users
111066,1,Moderate Engagement Users
111067,1,Moderate Engagement Users
111068,1,Moderate Engagement Users
111069,1,Moderate Engagement Users
111070,0,Low Engagement / At-Risk Users
111071,0,Low Engagement / At-Risk Users
111072,3,High Engagement Users
111073,2,Occasional Users
111074,0,Low Engagement / At-Risk Users
111075,1,Moderate Engagement Users
111076,1,Moderate Engagement Users
111077,3,High Engagement Users
111078,2,Occasional Users
111079,3,High Engagement Users
111080,0,Low Engagement / At-Risk Users
111081,1,Moderate Engagement Users
111082,3,High Engagement Users
111083,3,High Engagement Users
111084,0,Low Engagement / At-Risk Users
111085,1,Moderate Engagement Users
111086,1,Moderate Engagement Users
111087,3,High Engagement Users
111088,0,Low Engagement / At-Risk Users
111089,0,Low Engagement / At-Risk Users
111090,2,Occasional Users
111091,3,High Engagement Users
111092,3,High Engagement Users
111093,3,High Engagement Users
111094,0,Low Engagement / At-Risk Users
111095,1,Moderate Engagement Users
111096,1,Moderate Engagement Users
111097,0,Low Engagement / At-Risk Users
111098,3,High Engagement Users
111099,1,Moderate Engagement Users
111100,0,Low Engagement / At-Risk Users
111101,3,High Engagement Users
111102,2,Occasional Users
111103,0,Low Engagement / At-Risk Users
111104,1,Moderate Engagement Users
111105,1,Moderate Engagement Users
111106,3,High Engagement Users
111107,3,High Engagement Users
111108,3,High Engagement Users
111109,1,Moderate Engagement Users
111110,1,Moderate Engagement Users
111111,1,Moderate Engagement Users
111112,2,Occasional Users
111113,2,Occasional Users
111114,0,Low Engagement / At-Risk Users
111115,0,Low Engagement / At-Risk Users
111116,3,High Engagement Users
111117,0,Low Engagement / At-Risk Users
111118,3,High Engagement Users
111119,0,Low Engagement / At-Risk Users
111120,0,Low Engagement / At-Risk Users
111121,1,Moderate Engagement Users
111122,1,Moderate Engagement Users
111123,1,Moderate Engagement Users
111124,3,High Engagement Users
111125,1,Moderate Engagement Users
111126,0,Low Engagement / At-Risk Users
111127,1,Moderate Engagement Users
111128,1,Moderate Engagement Users
111129,2,Occasional Users
111130,3,High Engagement Users
111131,1,Moderate Engagement Users
111132,0,Low Engagement / At-Risk Users
111133,3,High Engagement Users
111134,2,Occasional Users
111135,3,High Engagement Users
111136,3,High Engagement Users
111137,2,Occasional Users
111138,3,High Engagement Users
111139,0,Low Engagement / At-Risk Users
111140,0,Low Engagement / At-Risk Users
111141,3,High Engagement Users
111142,3,High Engagement Users
111143,3,High Engagement Users
111144,3,High Engagement Users
111145,3,High Engagement Users
111146,0,Low Engagement / At-Risk Users
111147,3,High Engagement Users
111148,3,High Engagement Users
111149,3,High Engagement Users
111150,0,Low Engagement / At-Risk Users
111151,2,Occasional Users
111152,3,High Engagement Users
111153,3,High Engagement Users
111154,1,Moderate Engagement Users
111155,0,Low Engagement / At-Risk Users
111156,3,High Engagement Users
111157,0,Low Engagement / At-Risk Users
111158,0,Low Engagement / At-Risk Users
111159,1,Moderate Engagement Users
111160,3,High Engagement Users
111161,2,Occasional Users
111162,1,Moderate Engagement Users
111163,1,Moderate Engagement Users
111164,1,Moderate Engagement Users
111165,1,Moderate Engagement Users
111166,1,Moderate Engagement Users
111167,1,Moderate Engagement Users
111168,1,Moderate Engagement Users
111169,3,High Engagement Users
111170,3,High Engagement Users
111171,2,Occasional Users
111172,3,High Engagement Users
111173,1,Moderate Engagement Users
111174,0,Low Engagement / At-Risk Users
111175,0,Low Engagement / At-Risk Users
111176,3,High Engagement Users
111177,2,Occasional Users
111178,0,Low Engagement / At-Risk Users
111179,3,High Engagement Users
111180,1,Moderate Engagement Users
111181,0,Low Engagement / At-Risk Users
111182,1,Moderate Engagement Users
111183,3,High Engagement Users
111184,1,Moderate Engagement Users
111185,2,Occasional Users
111186,1,Moderate Engagement Users
111187,3,High Engagement Users
111188,0,Low Engagement / At-Risk Users
111189,0,Low Engagement / At-Risk Users
111190,3,High Engagement Users
111191,1,Moderate Engagement Users
111192,3,High Engagement Users
111193,0,Low Engagement / At-Risk Users
111194,2,Occasional Users
111195,2,Occasional Users
111196,1,Moderate Engagement Users
111197,2,Occasional Users
111198,3,High Engagement Users
111199,1,Moderate Engagement Users
111200,3,High Engagement Users
111201,2,Occasional Users
111202,1,Moderate Engagement Users
111203,0,Low Engagement / At-Risk Users
111204,0,Low Engagement / At-Risk Users
111205,3,High Engagement Users
111206,1,Moderate Engagement Users
111207,1,Moderate Engagement Users
111208,0,Low Engagement / At-Risk Users
111209,0,Low Engagement / At-Risk Users
111210,0,Low Engagement / At-Risk Users
111211,2,Occasional Users
111212,3,High Engagement Users
111213,2,Occasional Users
111214,0,Low Engagement / At-Risk Users
111215,0,Low Engagement / At-Risk Users
111216,3,High Engagement Users
111217,0,Low Engagement / At-Risk Users
111218,0,Low Engagement / At-Risk Users
111219,0,Low Engagement / At-Risk Users
111220,1,Moderate Engagement Users
111221,3,High Engagement Users
111222,2,Occasional Users
111223,1,Moderate Engagement Users
111224,2,Occasional Users
111225,1,Moderate Engagement Users
111226,3,High Engagement Users
111227,3,High Engagement Users
111228,1,Moderate Engagement Users
111229,2,Occasional Users
111230,0,Low Engagement / At-Risk Users
111231,0,Low Engagement / At-Risk Users
111232,2,Occasional Users
111233,1,Moderate Engagement Users
111234,0,Low Engagement / At-Risk Users
111235,3,High Engagement Users
111236,3,High Engagement Users
