user_id,age,gender,country,device_type,subscription_type,days_active,total_sessions,avg_session_duration_min,screen_views,clicks,likes,shares,comments,searches,notifications_received,notification_open_rate,purchases,total_spend,retained_30d,churn_risk_score
U08704,41.0,Female,UK,Android,Premium,113,26,11.07,109,19,5,0,1,15,168,0.515,1,66.56,0,0.425
U08705,23.0,Male,Canada,iOS,Free,198,27,13.36,224,66,9,0,2,11,80,0.285,1,56.54,0,0.214
U08706,43.0,Other,USA,Android,Basic,65,36,17.58,80,22,1,0,0,11,171,0.308,2,51.81,1,0.097
U08707,24.0,Female,India,Android,Premium,241,30,7.21,249,21,9,0,2,13,44,0.191,0,0.0,0,0.038
U08708,56.0,Male,Singapore,Android,Free,93,34,14.07,281,77,19,3,4,7,107,0.185,2,51.67,0,0.418
U08709,36.0,Male,Australia,iOS,Basic,166,30,7.29,232,56,25,2,7,14,165,0.168,1,20.98,1,0.042
U08710,23.0,Female,Australia,Android,Free,95,24,18.92,163,35,15,2,1,13,11,0.032,2,66.33,0,0.383
U08711,60.0,Male,Germany,Android,Basic,68,26,20.61,203,57,4,0,0,11,30,0.374,4,104.38,0,0.475
U08712,46.0,Male,Singapore,Android,Premium,75,21,8.45,169,41,5,0,0,9,11,0.145,2,32.86,0,0.684
U08713,60.0,Male,USA,iOS,Basic,130,27,9.2,200,30,10,1,3,10,23,0.34,1,48.1,0,0.279
U08714,56.0,Female,India,iOS,Basic,138,27,16.19,250,74,28,5,7,14,134,0.306,3,106.33,1,0.071
U08715,19.0,Female,Canada,Android,Free,123,27,7.63,97,27,10,0,3,7,80,0.284,4,124.68,0,0.413
U08716,36.0,Male,Germany,iOS,Free,58,25,13.02,153,24,1,0,0,15,141,0.173,1,84.2,0,0.57
U08717,21.0,Female,Canada,Android,Free,81,22,29.09,149,40,7,0,0,10,152,0.435,1,25.48,1,0.266
U08718,23.0,Female,UK,Android,Free,87,23,21.48,255,28,7,0,2,14,6,0.268,0,0.0,0,0.398
U08719,54.0,Female,UK,iOS,Premium,151,19,14.41,65,18,3,0,0,8,43,0.067,1,12.0,0,0.415
U08720,,Female,India,Android,Free,87,22,13.3,144,20,4,0,1,16,77,0.011,4,404.39,1,0.22
U08721,47.0,Female,India,Android,Free,96,27,6.78,120,10,1,0,0,9,19,0.24,1,4.82,1,0.204
U08722,24.0,Other,India,Android,Basic,102,29,21.24,246,51,8,0,1,16,66,0.14,5,272.53,0,0.37
U08723,26.0,Male,USA,iOS,Free,108,26,16.41,150,42,8,1,1,13,48,0.144,3,116.43,1,0.329
U08724,42.0,Female,UK,iOS,Free,80,20,17.22,112,12,3,0,0,10,63,0.08,2,50.83,0,0.504
U08725,50.0,Male,USA,iOS,Basic,133,27,12.99,268,47,10,2,0,14,51,0.231,4,329.18,1,0.126
U08726,18.0,Female,India,Android,Premium,44,17,8.27,138,14,1,0,0,10,132,0.222,0,0.0,0,0.642
U08727,23.0,Male,India,iOS,Free,103,28,1.0,307,88,39,8,1,11,130,0.098,1,33.92,0,0.364
U08728,35.0,Female,UK,iOS,Free,87,25,12.56,198,29,5,0,1,5,156,0.282,4,498.49,0,0.562
U08729,27.0,Male,USA,Android,Basic,91,26,7.41,157,25,6,0,0,9,49,0.262,1,26.17,0,0.538
U08730,45.0,Male,India,Android,Free,55,21,18.88,185,30,4,0,0,17,157,0.187,2,76.08,1,0.404
U08731,28.0,Male,UK,iOS,Free,158,35,10.26,201,46,3,0,0,15,105,0.233,1,47.26,0,0.252
U08732,50.0,Female,Australia,Android,Free,87,34,5.19,348,68,20,3,5,22,34,0.22,1,19.72,0,0.329
U08733,18.0,Male,India,Android,Free,86,15,1.0,166,45,17,0,5,11,10,0.277,4,120.3,0,0.667
U08734,30.0,Female,USA,Android,Basic,132,34,11.54,180,22,5,0,0,14,137,,1,40.18,1,0.0
U08735,54.0,Male,India,Android,Free,132,26,8.38,184,28,3,0,0,13,72,0.155,4,297.42,0,0.325
U08736,37.0,Female,Canada,Android,Basic,64,23,12.37,199,32,2,0,0,15,125,0.329,1,81.32,0,0.353
U08737,18.0,Male,Germany,Android,Premium,55,28,1.84,222,27,4,0,0,17,162,0.039,4,121.5,0,0.409
U08738,20.0,Male,India,iOS,Basic,84,29,8.4,214,59,16,1,2,14,91,0.31,2,47.82,0,0.475
U08739,35.0,Other,Singapore,iOS,Free,57,23,12.14,112,19,6,0,1,11,146,0.47,1,7.6,0,0.466
U08740,58.0,Male,India,Android,Premium,120,28,10.95,202,54,7,0,0,13,46,,6,641.0,0,0.528
U08741,31.0,Male,India,Android,Basic,57,19,17.42,151,33,10,1,2,9,129,0.17,1,16.96,0,0.737
U08742,48.0,Female,Singapore,Android,Free,145,30,19.88,269,22,8,0,2,8,148,0.517,2,151.66,1,0.061
U08743,44.0,Female,Australia,Android,Premium,85,14,15.01,104,21,1,0,0,13,17,0.386,3,153.08,1,0.42
U08744,34.0,Other,USA,Android,Basic,108,29,10.9,206,34,12,1,0,5,153,0.242,2,35.77,0,0.415
U08745,46.0,Female,UK,Android,Free,30,29,15.09,217,43,17,0,3,20,31,0.092,3,183.09,1,0.209
U08746,53.0,Female,UK,iOS,Free,78,24,8.78,225,21,3,0,0,13,77,0.566,3,78.17,0,0.748
U08747,54.0,Male,India,Android,Free,174,28,14.0,258,63,13,0,1,4,89,0.25,3,50.4,1,0.113
U08748,43.0,Female,Singapore,Android,Basic,245,28,9.55,170,27,2,0,0,7,170,0.622,2,81.48,0,0.278
U08749,34.0,Female,UK,iOS,Free,42,22,4.98,40,3,0,0,0,17,150,0.654,3,23.9,0,0.631
U08750,39.0,Male,Canada,iOS,Basic,136,30,9.56,239,45,14,1,0,15,131,0.121,2,48.48,1,0.178
U08751,42.0,Female,Australia,Android,Free,121,23,17.02,176,36,12,2,1,14,85,0.259,2,136.35,0,0.444
U08752,19.0,Male,UK,Android,Basic,85,21,16.22,215,33,12,1,1,10,75,0.163,1,18.37,1,0.269
U08753,39.0,Female,USA,Android,Premium,64,26,18.07,229,29,9,2,2,11,50,0.433,2,56.5,1,0.27
U08754,22.0,Male,UK,Android,Free,53,23,14.07,122,26,8,0,0,10,172,0.358,2,156.47,1,0.525
U08755,21.0,Male,Singapore,Android,Premium,62,26,13.4,108,17,4,0,1,7,75,0.183,2,139.27,0,0.479
U08756,53.0,Female,Australia,Android,Free,234,36,16.83,409,119,31,4,8,10,48,0.397,1,95.42,1,0.0
U08757,23.0,Male,Singapore,Android,Free,56,17,9.72,81,15,0,0,0,9,46,0.196,2,65.15,1,0.388
U08758,38.0,Male,India,Android,Premium,140,29,8.6,190,54,5,1,0,17,154,0.168,2,82.15,0,0.355
U08759,30.0,Male,India,Android,Free,33,27,9.79,200,33,10,0,0,10,33,0.284,0,0.0,0,0.579
U08760,54.0,Male,Canada,iOS,Free,80,24,9.08,216,22,4,0,0,16,114,0.255,1,38.34,1,0.25
U08761,42.0,Male,Canada,iOS,Free,207,25,13.24,185,29,9,1,0,8,43,0.127,1,40.19,0,0.106
U08762,43.0,Female,USA,Android,Premium,86,24,6.56,137,27,3,0,0,11,179,0.1,3,226.64,0,0.29
U08763,56.0,Male,USA,Android,Free,120,27,16.48,108,31,9,0,0,10,30,0.211,3,163.19,0,0.368
U08764,37.0,Male,India,Android,Basic,139,32,9.24,228,55,21,4,6,9,161,0.45,4,182.27,1,0.096
U08765,50.0,Female,USA,iOS,Premium,53,26,13.79,264,75,6,0,1,11,178,0.168,1,58.08,1,0.404
U08766,31.0,Female,Singapore,Android,Free,180,25,7.03,206,50,12,2,4,13,165,0.443,4,102.38,0,0.384
U08767,53.0,Male,USA,Android,Free,56,32,18.66,311,41,11,2,1,11,19,0.345,2,38.89,0,0.484
U08768,34.0,Female,India,iOS,Free,38,24,15.94,219,59,15,2,1,15,110,0.584,2,81.89,1,0.491
U08769,38.0,Other,India,Android,Basic,100,20,4.83,134,30,9,1,0,7,156,0.249,1,27.12,1,0.331
U08770,33.0,Male,USA,Android,Free,168,30,16.13,241,43,17,0,2,11,10,0.264,3,72.98,0,0.307
U08771,33.0,Female,USA,iOS,Premium,156,25,17.3,224,44,12,0,2,8,118,0.254,1,53.78,0,0.421
U08772,37.0,Male,,Android,Free,80,27,16.51,171,37,3,0,0,14,169,0.012,0,0.0,0,0.553
U08773,46.0,Male,India,iOS,Premium,106,27,23.44,227,59,4,0,0,15,81,0.33,1,36.97,0,0.317
U08774,45.0,Male,India,iOS,Premium,33,27,11.41,200,47,9,0,1,11,66,0.395,3,85.92,1,0.231
U08775,25.0,Female,Canada,iOS,Free,61,18,4.57,118,18,2,0,0,11,82,0.123,1,9.53,1,0.407
U08776,41.0,Female,USA,Android,Basic,86,27,2.55,167,35,11,1,0,16,47,0.308,5,48.31,1,0.242
U08777,20.0,Male,India,Android,Free,103,22,7.48,240,28,4,0,1,14,31,0.289,1,34.25,0,0.489
U08778,42.0,Male,Canada,iOS,Free,45,20,12.43,91,16,1,0,0,14,133,0.392,2,63.58,1,0.36
U08779,36.0,Male,India,Android,Free,66,20,15.79,167,38,7,1,0,10,163,0.212,1,4.89,1,0.278
U08780,50.0,Male,UK,Android,Free,151,28,13.97,82,21,4,0,0,12,123,0.249,1,37.82,0,0.346
U08781,19.0,Female,USA,iOS,Free,12,23,20.82,208,47,11,2,3,12,129,0.338,2,41.47,0,0.734
U08782,32.0,Female,India,Android,Free,71,25,15.04,239,68,21,5,5,8,74,0.111,1,21.72,0,0.581
U08783,39.0,Female,India,iOS,Free,236,35,8.68,191,50,11,2,2,13,59,0.098,2,21.88,0,0.067
U08784,27.0,Male,Australia,iOS,Basic,66,26,16.34,117,11,2,0,0,10,52,0.449,6,235.09,0,0.482
U08785,35.0,Female,India,Android,Free,50,29,14.58,270,35,15,3,3,13,12,0.076,1,15.78,0,0.477
U08786,39.0,Female,India,Android,Free,22,26,17.59,169,23,2,0,0,18,82,0.383,1,53.74,1,0.318
U08787,44.0,Male,USA,Android,Free,160,31,13.96,241,56,23,1,3,7,50,0.129,4,272.45,0,0.286
U08788,30.0,Male,India,iOS,Premium,19,18,12.64,127,29,4,0,0,11,129,0.372,0,0.0,1,0.34
U08789,50.0,Male,Singapore,iOS,Free,64,25,12.21,127,17,6,0,2,9,8,0.09,0,0.0,1,0.246
U08790,22.0,Other,USA,iOS,Basic,187,21,12.0,118,12,3,0,0,19,66,0.096,3,29.79,0,0.417
U08791,43.0,Male,USA,Android,Free,59,28,10.31,196,57,5,0,1,15,23,0.137,3,32.19,0,0.495
U08792,30.0,Male,India,iOS,Free,33,28,9.78,99,9,2,0,0,9,139,0.184,1,37.54,0,0.422
U08793,44.0,Male,UK,Android,Basic,76,19,20.14,120,35,12,2,3,17,84,0.275,1,41.38,0,0.397
U08794,31.0,Male,Australia,Android,Basic,159,28,23.14,130,23,6,0,0,11,131,0.575,3,15.29,1,0.107
U08795,41.0,Female,USA,Android,Basic,41,31,20.31,100,10,3,0,0,16,138,0.42,4,102.19,0,0.468
U08796,20.0,Male,India,Android,Free,133,27,11.44,116,13,3,0,0,8,93,0.383,1,52.36,1,0.1
U08797,47.0,Male,India,Android,Premium,38,26,8.58,113,17,7,0,2,14,130,0.455,3,75.17,0,0.488
U08798,52.0,Male,USA,Android,Basic,85,20,2.11,171,21,6,0,2,11,109,0.215,1,61.96,1,0.392
U08799,31.0,Male,Germany,Android,Basic,84,21,8.21,193,39,16,2,2,10,50,0.291,2,94.45,0,0.539
U08800,29.0,Male,India,iOS,Basic,36,21,8.73,75,12,3,0,0,14,29,0.433,2,150.21,0,0.694
U08801,45.0,Female,Singapore,Android,Free,79,23,21.79,215,18,6,0,0,15,6,0.21,2,66.86,0,0.461
U08802,46.0,Male,Germany,Android,Free,365,31,12.47,240,41,8,0,1,12,12,0.25,2,42.02,1,0.0
U08803,60.0,Male,India,Android,Premium,163,25,22.75,273,44,17,1,5,14,174,0.33,2,9.49,0,0.474
U08804,34.0,Female,India,Android,Basic,93,17,8.95,171,25,1,0,0,5,126,0.371,10,259.96,0,0.599
U08805,57.0,Female,USA,Android,Free,205,33,16.22,224,39,15,1,3,16,105,0.339,2,161.62,1,0.0
U08806,38.0,Female,India,Android,Premium,145,30,9.33,121,31,1,0,0,7,120,0.234,1,16.63,0,0.286
U08807,40.0,Male,Singapore,Android,Premium,61,27,22.16,216,44,15,0,0,7,114,0.344,3,86.35,0,0.383
U08808,37.0,Female,India,Android,Free,159,28,17.86,210,50,21,2,4,6,117,0.152,1,47.11,1,0.07
U08809,28.0,Male,Singapore,iOS,Basic,111,26,8.14,158,23,7,1,1,12,79,0.671,4,131.99,0,0.547
U08810,,Female,Canada,iOS,Premium,107,19,17.2,80,11,3,0,0,17,20,0.227,2,28.94,0,0.562
U08811,27.0,Female,UK,iOS,Basic,37,16,13.47,146,42,17,2,4,12,101,0.316,1,47.03,1,0.436
U08812,27.0,Female,Canada,iOS,Free,72,28,10.07,157,40,2,0,0,10,138,0.341,4,193.88,1,0.273
U08813,60.0,Male,India,Android,Free,94,24,13.35,165,49,5,0,1,15,179,0.283,3,25.15,0,0.484
U08814,23.0,Male,Australia,Android,Free,42,14,8.53,89,11,1,0,0,17,12,0.604,2,86.8,1,0.365
U08815,53.0,Other,India,Android,Premium,53,25,16.26,174,39,14,2,1,14,158,0.48,2,117.32,0,0.499
U08816,41.0,Female,Australia,Android,Free,187,22,15.71,126,24,8,1,1,7,110,0.326,3,45.06,0,0.292
U08817,29.0,Male,Australia,iOS,Basic,48,17,11.99,61,17,2,0,0,9,98,0.167,2,148.65,0,0.55
U08818,60.0,Male,USA,iOS,Free,77,23,15.64,143,35,10,1,1,16,99,0.318,2,117.57,0,0.415
U08819,40.0,Female,USA,Android,Free,266,29,11.62,269,27,11,1,2,11,137,0.202,6,297.57,0,0.306
U08820,44.0,Other,India,iOS,Basic,182,32,7.22,223,34,6,1,1,19,121,0.12,4,48.18,0,0.273
U08821,54.0,Female,UK,iOS,Basic,151,30,21.46,232,52,23,1,3,15,7,0.098,6,236.17,0,0.32
U08822,23.0,Male,India,Android,Basic,57,25,9.63,135,15,6,1,2,6,3,0.25,5,58.58,0,0.508
U08823,18.0,Male,India,Android,Free,132,30,5.38,274,73,10,0,2,14,73,0.054,4,77.23,0,0.314
U08824,23.0,Male,India,Android,Free,147,19,14.61,96,24,8,1,0,9,40,0.332,7,90.81,1,0.342
U08825,39.0,Female,Germany,Android,Free,110,20,9.54,139,23,4,0,0,12,63,0.175,0,0.0,0,0.381
U08826,58.0,Male,Canada,Android,Free,245,23,20.68,118,25,4,0,1,11,10,0.183,5,27.27,0,0.176
U08827,41.0,Female,Australia,Android,Premium,301,34,7.75,349,66,3,0,0,12,3,0.154,3,65.86,0,0.024
U08828,42.0,Male,Australia,iOS,Free,18,19,11.55,200,35,12,2,2,15,47,0.534,4,72.93,0,0.796
U08829,32.0,Male,India,iOS,Basic,99,25,6.37,162,32,9,2,1,11,57,0.136,0,0.0,1,0.064
U08830,43.0,Female,Germany,iOS,Premium,53,21,10.19,133,24,10,0,2,16,7,0.531,2,89.34,1,0.316
U08831,25.0,Female,Canada,iOS,Free,62,20,18.88,108,14,4,0,0,11,129,0.509,5,41.44,1,0.461
U08832,41.0,Male,India,iOS,Premium,63,37,13.97,229,44,14,0,1,6,29,0.09,4,172.39,1,0.16
U08833,55.0,Male,Singapore,iOS,Basic,210,35,13.54,311,32,8,1,1,13,171,0.091,2,77.9,0,0.128
U08834,23.0,Female,USA,iOS,Free,119,30,5.69,156,23,8,1,1,8,147,0.464,1,81.84,0,0.402
U08835,52.0,Female,USA,Android,Premium,137,24,14.37,97,22,7,0,0,14,74,0.104,3,30.27,1,0.189
U08836,59.0,Female,India,Android,Free,138,29,11.02,122,11,2,0,0,18,166,0.19,3,38.07,0,0.32
U08837,18.0,Male,Canada,Android,Basic,163,22,17.33,163,42,17,3,4,10,33,0.19,6,465.09,0,0.464
U08838,53.0,Female,USA,iOS,Basic,38,34,17.13,277,80,26,4,6,5,36,0.23,3,363.88,1,0.277
U08839,29.0,Female,India,Android,Basic,45,21,12.67,123,26,5,0,1,11,60,0.249,2,19.36,1,0.527
U08840,55.0,Female,Australia,Android,Basic,43,19,7.37,131,16,3,0,0,15,95,0.556,1,89.56,1,0.256
U08841,28.0,Female,India,Android,Premium,126,31,7.48,70,14,3,0,0,11,153,0.402,2,20.49,0,0.424
U08842,29.0,Other,USA,Android,Free,66,24,17.66,160,36,7,0,0,12,140,0.316,4,102.48,0,0.643
U08843,59.0,Male,UK,iOS,Free,159,28,13.76,171,47,11,2,1,13,105,0.359,1,27.79,0,0.407
U08844,56.0,Male,India,Android,Premium,68,24,1.0,165,21,1,0,0,11,58,0.307,0,0.0,0,0.707
U08845,24.0,Female,Canada,iOS,Free,124,27,13.82,101,20,3,0,0,10,36,0.672,6,386.7,1,0.183
U08846,28.0,Male,India,Android,Free,121,22,10.41,107,13,4,0,0,9,152,0.385,4,267.25,0,0.483
U08847,53.0,Other,India,iOS,Free,134,29,8.02,236,70,13,2,4,8,19,0.384,1,13.37,0,0.326
U08848,48.0,Male,USA,iOS,Free,76,16,14.46,114,19,4,0,0,17,177,0.253,5,561.91,0,0.572
U08849,50.0,Male,USA,Android,Free,75,27,5.21,254,62,22,4,5,7,103,0.189,3,208.2,0,0.524
U08850,30.0,Male,USA,iOS,Premium,176,31,13.35,199,31,1,0,0,10,148,0.282,0,0.0,0,0.38
U08851,35.0,Male,USA,iOS,Free,126,28,19.61,242,50,3,0,0,10,166,0.501,3,145.24,1,0.055
U08852,58.0,Female,India,iOS,Premium,134,21,5.32,182,41,4,0,0,10,149,0.168,2,60.07,0,0.567
U08853,41.0,Male,UK,Android,Free,57,19,7.91,206,16,4,0,1,15,110,0.327,4,115.5,1,0.369
U08854,26.0,Male,Australia,iOS,Basic,117,26,14.06,161,23,10,1,3,6,50,0.421,1,20.55,1,0.245
U08855,48.0,Female,India,Android,Free,152,25,11.52,278,54,12,1,3,15,136,0.426,2,102.41,0,0.436
U08856,58.0,Male,India,Android,Free,86,21,11.24,155,34,8,0,1,14,176,0.17,4,172.14,1,0.209
U08857,27.0,Female,India,iOS,Basic,36,21,10.83,177,18,3,0,0,16,129,0.294,3,153.72,1,0.425
U08858,19.0,Male,USA,iOS,Free,137,24,9.48,222,22,7,1,1,14,127,0.068,3,196.95,1,0.077
U08859,55.0,Female,Canada,Android,Free,140,23,8.2,76,17,3,0,0,12,82,0.35,3,72.21,0,0.242
U08860,32.0,Male,Canada,Android,Free,106,14,10.15,98,15,5,0,1,12,97,0.359,6,31.96,1,0.267
U08861,20.0,Female,India,Android,Basic,91,21,12.81,247,55,9,0,0,10,138,0.538,2,116.38,1,0.133
U08862,60.0,Female,Singapore,iOS,Free,149,21,6.81,118,27,7,0,0,18,159,0.217,1,86.85,1,0.149
U08863,48.0,Other,Singapore,iOS,Free,111,29,14.57,203,55,17,3,3,11,90,0.217,2,66.18,0,0.51
U08864,23.0,Male,Australia,iOS,Free,203,36,1.0,76,11,3,0,0,14,82,0.178,2,71.17,0,0.191
U08865,20.0,Female,Canada,Android,Basic,94,31,7.48,196,18,8,1,1,13,150,0.342,3,56.31,0,0.404
U08866,28.0,Male,USA,iOS,Free,163,20,20.71,121,11,1,0,0,6,175,0.171,4,158.1,0,0.554
U08867,32.0,Other,USA,iOS,Basic,167,26,15.69,127,30,8,1,0,6,141,0.389,2,75.98,0,0.322
U08868,45.0,Female,Germany,Android,Basic,119,26,16.24,128,36,15,0,2,9,147,0.412,5,319.1,1,0.074
U08869,27.0,Male,India,Android,Basic,73,28,9.98,203,19,2,0,0,6,170,0.297,2,37.23,0,0.399
U08870,55.0,Male,Germany,Android,Free,37,21,14.51,200,22,2,0,0,11,169,0.192,3,130.42,0,0.48
U08871,24.0,Male,India,Android,Basic,26,21,14.89,62,16,4,0,0,11,152,0.794,0,0.0,0,0.593
U08872,32.0,Female,USA,iOS,Premium,145,19,12.06,163,13,2,0,0,17,15,0.046,1,23.94,1,0.187
U08873,35.0,Female,USA,Android,Free,123,26,6.83,158,39,5,0,0,13,147,0.184,1,63.96,1,0.198
U08874,35.0,Other,UK,Android,Free,198,28,11.41,205,50,16,2,4,11,126,0.267,1,54.3,0,0.298
U08875,58.0,Female,Australia,iOS,Basic,24,20,10.32,135,17,4,0,0,14,22,0.444,2,41.1,1,0.307
U08876,41.0,Female,India,iOS,Premium,104,25,,193,29,6,0,0,13,7,0.174,2,25.15,1,0.304
U08877,19.0,Male,USA,Android,Premium,19,27,13.99,244,69,3,0,1,13,174,0.131,1,23.9,0,0.655
U08878,57.0,Female,USA,iOS,Free,37,23,10.32,131,35,11,1,1,12,102,0.658,1,54.21,0,0.553
U08879,37.0,Male,USA,iOS,Basic,150,28,21.45,235,55,9,1,2,14,105,0.271,2,53.83,0,0.366
U08880,51.0,Female,USA,iOS,Free,144,32,4.11,206,38,6,0,1,14,123,0.329,2,201.93,0,0.331
U08881,60.0,Male,Canada,Android,Free,107,30,14.22,273,46,12,2,1,17,116,0.186,1,19.59,0,0.214
U08882,43.0,Male,UK,iOS,Free,94,29,1.0,297,27,11,2,3,21,81,0.277,2,135.29,0,0.314
U08883,24.0,Female,USA,Android,Free,102,25,13.48,223,61,26,0,7,6,94,0.221,0,0.0,1,0.171
U08884,55.0,Female,USA,Android,Premium,197,30,6.67,159,25,4,0,0,10,82,0.286,5,360.01,1,0.062
U08885,47.0,Female,Canada,Android,Free,46,19,15.53,81,23,3,0,0,8,34,0.208,1,53.83,0,0.568
U08886,59.0,Female,UK,Android,Premium,92,24,18.75,88,7,2,0,0,12,16,0.269,4,113.0,1,0.186
U08887,22.0,Female,Canada,iOS,Free,105,23,13.3,95,27,2,0,0,12,116,0.103,0,0.0,1,0.146
U08888,28.0,Male,USA,Android,Basic,89,29,8.65,60,7,2,0,0,12,34,0.372,1,20.19,0,0.38
U08889,18.0,Male,Canada,Android,Basic,26,21,9.34,99,8,2,0,0,12,178,0.292,3,30.87,1,0.337
U08890,51.0,Female,Germany,iOS,Basic,193,28,20.52,204,52,6,0,0,7,134,0.578,4,135.55,1,0.048
U08891,18.0,Female,India,Android,Basic,53,26,17.13,230,64,17,2,4,9,63,0.314,2,41.59,1,0.366
U08892,36.0,Male,Australia,iOS,Premium,127,28,7.26,192,49,10,2,1,18,176,0.232,1,58.36,0,0.356
U08893,19.0,Male,Australia,Android,Free,64,40,17.26,415,111,17,1,3,14,86,0.18,2,52.76,1,0.07
U08894,38.0,Female,Australia,Android,Basic,114,27,12.26,272,64,25,1,4,14,98,0.174,2,98.69,0,0.344
U08895,37.0,Female,India,Android,Basic,85,20,17.02,159,33,6,1,1,14,164,0.119,2,70.88,0,0.46
U08896,40.0,Male,India,Android,Basic,129,38,12.72,385,49,6,1,0,16,24,0.636,1,43.31,0,0.226
U08897,38.0,Male,Germany,iOS,Free,134,33,17.71,334,72,6,0,0,12,54,0.511,1,24.22,1,0.0
U08898,41.0,Other,USA,Android,Free,164,25,10.16,195,17,7,0,2,8,109,0.308,1,2.77,1,0.26
U08899,21.0,Male,India,iOS,Basic,136,29,6.07,139,37,11,1,1,18,57,0.114,2,84.85,0,0.259
U08900,29.0,Male,Canada,iOS,Free,37,20,13.93,137,38,3,0,0,10,81,0.248,2,33.03,0,0.587
U08901,39.0,Female,Germany,Android,Premium,111,21,16.87,213,53,7,1,2,15,131,0.274,6,211.08,0,0.401
U08902,37.0,Male,Singapore,Android,Basic,179,32,9.05,233,24,3,0,0,15,96,0.197,0,0.0,0,0.267
U08903,35.0,Male,UK,Android,Free,161,33,1.23,166,21,3,0,0,12,107,0.462,3,159.63,1,0.056
U08904,18.0,Male,Germany,Android,Free,69,31,8.19,145,34,10,0,1,12,75,0.409,5,174.98,0,0.425
U08905,47.0,Male,USA,iOS,Free,83,26,15.68,170,15,2,0,0,12,163,0.59,4,90.14,0,0.498
U08906,50.0,Female,UK,Android,Free,104,32,8.3,171,42,18,3,2,13,123,0.465,1,79.79,0,0.365
U08907,41.0,Female,UK,Android,Basic,40,26,14.92,194,56,16,3,2,18,38,0.379,2,91.05,0,0.464
U08908,31.0,Male,Germany,iOS,Premium,76,24,10.59,179,29,3,0,0,12,178,0.507,2,25.54,0,0.541
U08909,53.0,Male,India,iOS,Basic,196,29,13.01,144,15,0,0,0,14,165,0.185,1,36.19,1,0.0
U08910,22.0,Male,Australia,iOS,Free,138,23,8.88,122,29,11,1,3,10,109,0.315,4,38.81,1,0.131
U08911,28.0,Male,USA,Android,Free,168,26,7.45,224,36,5,0,1,11,102,0.405,4,247.84,1,0.08
U08912,41.0,Female,India,iOS,Free,172,31,15.67,243,37,4,0,1,12,74,0.187,4,170.97,0,0.217
U08913,48.0,Male,Singapore,iOS,Premium,52,15,9.88,137,12,2,0,0,11,86,0.311,4,167.74,1,0.451
U08914,30.0,Male,Singapore,iOS,Premium,124,20,16.1,217,63,26,5,7,16,115,0.082,2,27.05,1,0.321
U08915,33.0,Female,USA,iOS,Free,110,33,1.0,138,25,6,1,2,15,97,0.097,4,67.98,0,0.203
U08916,41.0,Male,India,Android,Free,144,31,17.05,131,21,8,0,1,7,3,0.223,1,50.88,1,0.0
U08917,30.0,Male,Germany,Android,Premium,115,25,15.6,176,40,16,1,4,18,119,0.159,2,48.99,0,0.484
U08918,41.0,Female,USA,iOS,Free,64,29,15.24,200,41,12,1,3,15,170,0.147,1,44.89,0,0.237
U08919,43.0,Female,USA,iOS,Premium,134,27,11.87,199,42,17,1,2,13,139,0.168,1,123.43,0,0.444
U08920,19.0,Female,Singapore,Android,Free,172,26,13.87,103,29,1,0,0,8,157,0.347,0,0.0,0,0.377
U08921,33.0,Female,USA,Android,Basic,138,37,17.35,361,73,17,2,4,13,88,0.139,2,130.22,1,0.103
U08922,55.0,Female,India,iOS,Premium,234,36,9.29,303,58,17,2,3,13,66,0.149,2,112.08,1,0.0
U08923,18.0,Female,Canada,iOS,Basic,228,32,14.3,349,103,31,6,8,11,93,0.202,1,32.41,1,0.0
U08924,28.0,Male,UK,iOS,Basic,40,30,10.76,341,40,10,0,1,13,137,0.174,5,253.33,1,0.186
U08925,52.0,Female,India,Android,Basic,40,24,5.27,246,53,11,2,2,9,163,0.222,3,128.36,1,0.274
U08926,60.0,Male,India,Android,Free,164,29,13.49,119,31,1,0,0,13,87,0.263,3,61.85,0,0.346
U08927,46.0,Female,Singapore,iOS,Free,139,24,11.89,80,18,4,0,1,14,142,0.426,1,48.73,0,0.247
U08928,54.0,Male,India,iOS,Free,136,24,6.96,165,43,17,1,1,13,89,0.604,3,100.83,0,0.484
U08929,34.0,Male,,iOS,Free,122,29,13.64,208,24,2,0,0,12,19,0.094,3,168.6,0,0.361
U08930,56.0,Male,Australia,Android,Free,88,17,6.79,157,44,12,1,2,14,66,0.108,3,36.07,0,0.616
U08931,59.0,Male,USA,Android,Premium,55,30,16.21,251,41,13,2,1,13,134,0.076,2,56.26,0,0.366
U08932,45.0,Female,India,Android,Basic,85,30,14.75,221,44,18,0,5,14,175,0.383,2,52.32,1,0.113
U08933,46.0,Female,Singapore,iOS,Free,34,22,2.99,168,23,7,1,1,9,84,0.505,4,199.86,0,0.554
U08934,60.0,Male,India,iOS,Free,39,38,16.87,240,24,4,0,0,11,169,0.509,3,198.06,1,0.036
U08935,20.0,Female,India,Android,Free,142,28,10.3,205,35,13,0,1,5,151,0.061,3,143.63,0,0.458
U08936,27.0,Female,India,Android,Premium,122,29,11.65,179,32,5,0,0,14,160,0.355,1,17.12,0,0.378
U08937,59.0,Female,Germany,iOS,Free,63,25,11.36,278,54,8,0,1,20,164,0.124,5,414.15,0,0.484
U08938,31.0,Male,UK,iOS,Free,34,26,14.28,260,24,3,0,0,15,135,0.345,2,32.41,0,0.634
